title,rating,acidity_structure,aftertaste,aroma,body,flavor,with_milk,agtron,blind_assessment,bottom_line,coffee_origin,est_price,notes,review_date,roast_level,roaster,roaster_location,url
Colombia Nariño,91,8,8,8,8,9,,58/72,"Crisply sweet, chocolaty. Baking chocolate, raisin, cedar, almond, lily in aroma and cup. Sweet-toned structure with brisk acidity; velvety mouthfeel. Gently drying finish consolidates to notes of chocolate-toned raisin and cedar.","A friendly, accessible (and accessibly priced) Colombia cup with engaging chocolate and raisin notes throughout.","Nariño Department, southern Colombia",$12.50/12 ounces,"Processed by the washed method using an experimental double fermentation. A 36-hour maceration in the whole fruit is followed by pulping and 60-70 hours of further fermentation. Dragonfly Coffee, named 2019 Micro-Roaster of the Year by Roast magazine, is now based in Henderson, Nevada. Visit dragonflycoffeeroasters.com or call 303-579-2154 for more information.",April 2021,Medium-Light,Dragonfly Coffee Roasters,"Henderson, Nevada",https://www.coffeereview.com/review/colombia-narino-2/
Uganda Utz Sipi Falls,91,8,8,8,8,9,,54/74,"Deeply rich and sweet. Molasses, dark chocolate, almond, lily, date in aroma and cup. Sweet-toned structure with gentle, round acidity; velvety mouthfeel. Crisp, quiet finish centers around notes of dark chocolate and almond.","A friendly, accessible Uganda cup, deep-toned and chocolate-driven.","Sipi Falls, Bugisu Region, Uganda",$20.00/12 ounces,"Produced in the Bugisu Region of Uganda near Mt. Elgon and processed by the washed method (fruit skin and flesh are removed from the beans before they are dried). Based in the Florida Keys, Islamorada Coffee Roasters is a specialty roaster that particularly focuses on certified organic and fair trade coffees. Visit http://islamoradacoffeeroasters.com for more information.",April 2021,Medium-Light,Islamorada Coffee Roasters,"Islamorada, Florida",https://www.coffeereview.com/review/uganda-utz-sipi-falls/
Miranda’s Farms Hawai’i Caturra,93,8,8,9,9,9,,60/78," Deeply sweet-savory, berry-toned. Mulberry, brown sugar, Meyer lemon zest, dark chocolate, hop flowers in aroma and cup. Sweet-savory structure with gentle, round acidity; very full, syrupy mouthfeel. Richly bittersweet finish with notes of brown sugar, dark chocolate, and hop flowers.","A savory-toned, chocolaty and berry-driven Ka’u cup processed by a hybrid method in which the whole fruit is subject to fermentation using wine yeasts.","Ka'u District, Big Island of Hawai’i",$47.00/12 ounces,"Produced at Miranda’s Farms entirely of the Yellow Caturra variety of Arabica and processed by Miguel Meza by a variation on the natural, dried-in-the-fruit method involving the addition of cultured yeasts during a fermentation step. Founded by roaster Heather Brisson-Lutz in 2018, Origin Coffee Roasters highlights the origin of each carefully selected coffee with a roast profile that highlights the specific characteristics of the green. Visit www.origincoffeemaui.com for more information. ",April 2021,Medium-Light,Origin Coffee Roasters,"Kihei, Hawai’i",https://www.coffeereview.com/review/mirandas-farms-hawaii-caturra/
Honduras Los Amigos,93,9,8,9,8,9,,58/76," Sweetly tart, juicy-rich. Pie cherry, dark chocolate, orange zest, maple syrup, hazelnut in aroma and cup. Tart-leaning structure with bold acidity; velvety mouthfeel. The finish consolidates around dark chocolate and orange zest with undertones of hazelnut.","An unabashedly tart natural-process Honduras cup: clean, crisp, sweet and chocolaty.","El Soccoro, Honduras",$16.00/12 ounces,"Produced by David Lopez of Finca Los Amigos entirely of the Catuaí variety of Arabica and processed by the natural method (beans are dried in the whole fruit). Modern Times is a well-loved, exuberantly inventive Point Loma, San Diego brewery that has long specialized in coffee-beer crossovers and overlaps. Visit www.moderntimescoffee.com for more information.",April 2021,Medium-Light,Modern Times Coffee,"San Diego, California",https://www.coffeereview.com/review/honduras-los-amigos/
Honey Honduras Comsa,93,8,8,9,9,9,,52/70,"Gently fruit-forward. Dried apricot, almond brittle, vanilla, freesia-like flowers, fresh-cut fir in aroma and cup. Sweet-toned with brisk acidity; viscous, satiny mouthfeel. The finish consolidates to vanilla, almond brittle and fresh-cut fir.","A delicate, perfumy honey-processed Honduras with throughlines of dried stone fruit and spice-toned florals.","Marcala, La Paz Department, Honduras",$18.00/12 ounces,"Certified Fair Trade and USDA Organic. Produced by smallholding members of the COMSA Cooperative and processed by the honey method (skin is removed but at least some of the sticky fruit residue is allowed to dry on the bean). The company name Amavida combines the Spanish words for love and life, reflecting Amavida’s multifaceted commitment to fairness and fine coffee. For more information, visit www.amavida.com or call 850-213-1965.",April 2021,Medium-Light,Amavida Coffee Roasters,"Santa Rosa Beach, Florida",https://www.coffeereview.com/review/comsa-honduras/
Bourbon Pointu Natural,94,9,8,9,9,9,,58/76,"Delicately sweet, deeply fruit-toned. Goji berry, alyssum, almond brittle, marjoram, sandalwood in aroma and cup. Sweet structure with high-toned acidity; very full, viscous mouthfeel. Finish consolidates to notes of goji berry and almond brittle.","A cleanly fruit-forward Bourbon Pointu cup from Kona supported by rich nut, sweet herb, and aromatic wood notes.","Kona growing region, Big Island of Hawai’i",$50.00/7 ounces,"This coffee tied for the third-highest rating in a cupping of coffees from roasters in North American beach and coastal communities for Coffee Review’s April 2021 report. Bourbon Pointu, botanical name var. Laurina, is a natural mutation of the famous Bourbon variety, first selected on Reunion Island in the Indian Ocean. The Bourbon Pointu is famous for its natural low levels of caffeine, bean shape (small and tending to be pointed at the ends, hence “pointu”), and pungently fruit-toned, Bourbon-like cup. This version was grown in Kona and processed by the natural method (beans are dried in the whole fruit). Kraig and Leslie Lee have been growing and harvesting traditional Kona Coffee for over 25 years. In 2017 they introduced several distinguished new tree varieties to their 4.7 acre farm. Visit konafarmdirect.com for more information.",April 2021,Medium-Light,Kona Farm Direct,"Holualoa, Hawai’i",https://www.coffeereview.com/review/bourbon-pointu-natural/
Panama Finca Los Lajones Natural,94,9,8,9,9,9,,60/82,"Richly sweet-tart, cleanly fruit-toned. Pineapple guava, rhododendron, cocoa nib, cane sugar, a hint of spearmint in aroma and cup. Brightly sweet with citrusy acidity; full, satiny-smooth mouthfeel. The crisp, lingering finish centers around notes of rhododendron and spearmint.","A high-toned yet resonant natural-processed Catuaí from Panama: sweetly tart, floral, evocative of the tropics.","Boquete growing region, Panama",$29.00/12 ounces,"This coffee tied for the third-highest rating in a cupping of coffees from roasters in North American beach and coastal communities for Coffee Review’s April 2021 report. Produced by Graciano Cruz, Sr. of Finca Los Lajones entirely of the Catuaí variety of Arabica and processed by the natural method (beans are dried in the whole fruit). Bird Rock Coffee Roasters is a retailer and wholesaler focused on organic and socially responsible coffees; it was awarded the “2012 Micro-Roaster of the Year” title by Roast Magazine. Visit www.birdrockcoffee.com or call 858-551-1707 for more information.",April 2021,Light,Bird Rock Coffee Roasters,"San Diego, California",https://www.coffeereview.com/review/panama-finca-los-lajones-natural/
Kona Peaberry,94,9,8,9,9,9,,56/76,"Balanced, deep-toned, floral. Honeysuckle, apricot, almond butter, dark chocolate, a hint of thyme in aroma and cup. Sweet structure with comfortable, straightforward acidity; plush, viscous mouthfeel. Floral-driven finish with undertones of dark chocolate and almond.",A classic Kona Typica cup produced by a new sustainability-minded farm. And nicely priced for a fine Kona.,"Kona growing region, Big Island of Hawai’i",$35.00/10 ounces,"This coffee tied for the third-highest rating in a cupping of coffees from roasters in North American beach and coastal communities for Coffee Review’s April 2021 report. Produced at Kona Hills Farm entirely of the Typica variety of Arabica and processed by the washed method (fruit skin and flesh are removed from the beans before they are dried). Consists entirely of peaberries, a kind of bean that results when the coffee fruit develops only a single, oval bean rather than the usual pair of flat-sided beans.  Peaberries produce a somewhat different (often better) cup than normal beans from the same crop, from which they may or may not be separated during grading. Big Island Coffee is an award-winning coffee roaster operated with hands-on passion by Kelleigh Stewart and Brandon von Damitz. Visit www.bigislandcoffeeroasters.com for more information.",April 2021,Medium-Light,Big Island Coffee Roasters,"Mountain View, Hawai’i",https://www.coffeereview.com/review/kona-peaberry-3/
Panama Elida Green-Tip Geisha La Torre ASD,95,9,9,9,9,9,,62/84,"Richly aromatic, tropical. Lychee, pineapple, cocoa nib, lemon verbena, ginger blossom in aroma and cup. Sweetly tart with bright, juicy acidity; full, syrupy-smooth mouthfeel. Long, resonant, flavor-saturated finish.",A sophisticated fruit bomb of a coffee — the celebrated Geisha variety experimentally processed by world-class Elida Estate in Panama.,"Boquete growing region, western Panama",$120.00/16 ounces,"This coffee earned the second-highest rating in a cupping of coffees from roasters in North American beach and coastal communities for Coffee Review’s April 2021 report. Produced by the Lamastus family of Elida Estate entirely of the Geisha variety of Arabica and processed by the anaerobic natural method (whole fruit is fermented with limited oxygen). Willoughby’s Coffee &amp; Tea is a pioneer specialty coffee roaster established in the early 1980s that has gracefully and successfully moved with the  times and now offers a menu of extremely refined small-lot, single-origin coffees. Visit www.willoughbyscoffee.com or call 800-388-8400 for more information.",April 2021,Light,Willoughby's Coffee & Tea,"Branford, Connecticut",https://www.coffeereview.com/review/panama-elida-green-tip-geisha-la-torre-asd/
Kona Mocca®,96,9,9,9,9,10,,56/74,"Lyrically sweet, luxuriously chocolaty. Chocolate fudge, tamarind, sandalwood, narcissus, a hint of wine barrel in aroma and cup. Sweetly tart structure with vibrant, juicy acidity; plush, creamy mouthfeel. The finish resolves around chocolate fudge and tamarind with undertones of rich sandalwood.","A decadent, dessert-like cup from the rare Mocca variety of Arabica with a throughline of tropical fruit and a hint of sweet ferment.","Holualoa, North Kona growing district, “Big Island” of Hawai’i",$87.50/8 ounces,"This exceptional coffee was selected as the No. 5 coffee on Coffee Review’s list of the Top 30 Coffees of 2021. The coffee earned the highest rating in a cupping of coffees from roasters in North American beach and coastal communities for Coffee Review’s April 2021 report. Mocca (also spelled Moka and Mokka) is a rare variety of Arabica that apparently originated in the Reunion Islands as a mutant of the great Bourbon variety. This Mocca was processed by the natural method (dried in the whole fruit). This unusual coffee with its tiny beans and striking cup is available only on the Hula Daddy website through their allocation list. Hula Daddy is a boutique coffee producer with farms at the 1,400- and 2,500-foot levels of the Mount Hualalai volcano near the northern end of the Kona growing district, five minutes above the town of Kailua-Kona. This coffee was produced at the higher elevation Hula Daddy farm. Visit www.huladaddy.com or call 888-553-2339 for more information.",April 2021,Medium-Light,Hula Daddy Kona Coffee,"Holualoa, Hawai’i",https://www.coffeereview.com/review/kona-mocca-4/
